"name","archive_url","stars"
"cristianosantana/iris-scraping","https://api.github.com/repos/cristianosantana/iris-scraping/{archive_format}{/ref}","0"
"lordchuffnel/django_timetracker","https://api.github.com/repos/lordchuffnel/django_timetracker/{archive_format}{/ref}","0"
"StyleASD/angular_bazel_starter","https://api.github.com/repos/StyleASD/angular_bazel_starter/{archive_format}{/ref}","0"
"M3zon/Test1","https://api.github.com/repos/M3zon/Test1/{archive_format}{/ref}","0"
"talhaHavadar/CourseRegistration","https://api.github.com/repos/talhaHavadar/CourseRegistration/{archive_format}{/ref}","0"
"MasakiTanaka-9627/educationPJ","https://api.github.com/repos/MasakiTanaka-9627/educationPJ/{archive_format}{/ref}","0"
"sungyeonkwon/spinning","https://api.github.com/repos/sungyeonkwon/spinning/{archive_format}{/ref}","0"
"cenotapHe/Plateforme_Projet8","https://api.github.com/repos/cenotapHe/Plateforme_Projet8/{archive_format}{/ref}","0"
"PraneethKarnena/django-url-shortener","https://api.github.com/repos/PraneethKarnena/django-url-shortener/{archive_format}{/ref}","0"
"lokidess/Asgard","https://api.github.com/repos/lokidess/Asgard/{archive_format}{/ref}","0"
"wojdzi1607/testing_example","https://api.github.com/repos/wojdzi1607/testing_example/{archive_format}{/ref}","0"
"alamin-mahamud/everything","https://api.github.com/repos/alamin-mahamud/everything/{archive_format}{/ref}","0"
"KirinAnks/ariados","https://api.github.com/repos/KirinAnks/ariados/{archive_format}{/ref}","0"
"shenoy-anurag/courses-web-api","https://api.github.com/repos/shenoy-anurag/courses-web-api/{archive_format}{/ref}","0"
"shrey920/LoadBalancer","https://api.github.com/repos/shrey920/LoadBalancer/{archive_format}{/ref}","0"
"agam-99/DjangoApi","https://api.github.com/repos/agam-99/DjangoApi/{archive_format}{/ref}","0"
"nicktruel/ecommerce-1","https://api.github.com/repos/nicktruel/ecommerce-1/{archive_format}{/ref}","0"
"ryanrossiter/planttv","https://api.github.com/repos/ryanrossiter/planttv/{archive_format}{/ref}","0"
"nayan2000/Read-Receipts","https://api.github.com/repos/nayan2000/Read-Receipts/{archive_format}{/ref}","0"
"sixthshift/devocabulary","https://api.github.com/repos/sixthshift/devocabulary/{archive_format}{/ref}","0"
"seongpil0948/onlineshop","https://api.github.com/repos/seongpil0948/onlineshop/{archive_format}{/ref}","0"
"qkrwjdan/Dstagram","https://api.github.com/repos/qkrwjdan/Dstagram/{archive_format}{/ref}","0"
"mgopalsa/Trello-API","https://api.github.com/repos/mgopalsa/Trello-API/{archive_format}{/ref}","0"
"yourgirlcodes/Billboard-","https://api.github.com/repos/yourgirlcodes/Billboard-/{archive_format}{/ref}","0"
"ZuuZaa/munis_django_lessons","https://api.github.com/repos/ZuuZaa/munis_django_lessons/{archive_format}{/ref}","0"
"c4road/ca_challenge","https://api.github.com/repos/c4road/ca_challenge/{archive_format}{/ref}","0"
"rokambol/World-of-Fintess","https://api.github.com/repos/rokambol/World-of-Fintess/{archive_format}{/ref}","0"
"SRICKKY/Django_Blog","https://api.github.com/repos/SRICKKY/Django_Blog/{archive_format}{/ref}","0"
"SimiHack/djangoTime","https://api.github.com/repos/SimiHack/djangoTime/{archive_format}{/ref}","0"
"silanka007/django_practice","https://api.github.com/repos/silanka007/django_practice/{archive_format}{/ref}","0"
"jaspindersingh83/djorg-Django-GraphQL","https://api.github.com/repos/jaspindersingh83/djorg-Django-GraphQL/{archive_format}{/ref}","0"
"taeho0819/likelionProject","https://api.github.com/repos/taeho0819/likelionProject/{archive_format}{/ref}","0"
"bringbackthedog/dscPortal","https://api.github.com/repos/bringbackthedog/dscPortal/{archive_format}{/ref}","0"
"prastamaha/tasklist","https://api.github.com/repos/prastamaha/tasklist/{archive_format}{/ref}","0"
"Gjunghoon/gugutiger","https://api.github.com/repos/Gjunghoon/gugutiger/{archive_format}{/ref}","0"
"slimcheng3/django_wxapp","https://api.github.com/repos/slimcheng3/django_wxapp/{archive_format}{/ref}","0"
"illi-homz/skillfactory-D7-Gomza","https://api.github.com/repos/illi-homz/skillfactory-D7-Gomza/{archive_format}{/ref}","0"
"sahianmol1/profiles-rest-api","https://api.github.com/repos/sahianmol1/profiles-rest-api/{archive_format}{/ref}","0"
"lemur-cms/lemur-cms","https://api.github.com/repos/lemur-cms/lemur-cms/{archive_format}{/ref}","0"
"parkjihwanjay/60Decibel","https://api.github.com/repos/parkjihwanjay/60Decibel/{archive_format}{/ref}","0"
"cayceelee/acnh","https://api.github.com/repos/cayceelee/acnh/{archive_format}{/ref}","0"
"crowdbotics-apps/inspo-5093","https://api.github.com/repos/crowdbotics-apps/inspo-5093/{archive_format}{/ref}","0"
"abckristinaa/django-finance","https://api.github.com/repos/abckristinaa/django-finance/{archive_format}{/ref}","0"
"KirSerz/power_transformer_project","https://api.github.com/repos/KirSerz/power_transformer_project/{archive_format}{/ref}","0"
"andreasjost/ci-fullstack-hellodjango","https://api.github.com/repos/andreasjost/ci-fullstack-hellodjango/{archive_format}{/ref}","0"
"elshadaghazade/techacademy_subquery_task","https://api.github.com/repos/elshadaghazade/techacademy_subquery_task/{archive_format}{/ref}","0"
"daihoujai/MobSF","https://api.github.com/repos/daihoujai/MobSF/{archive_format}{/ref}","0"
"taherorhat/dirtyhandsGraphQl","https://api.github.com/repos/taherorhat/dirtyhandsGraphQl/{archive_format}{/ref}","0"
"PPinto22/watergenius-backend","https://api.github.com/repos/PPinto22/watergenius-backend/{archive_format}{/ref}","0"
"bsivanantham/TextMarkingWebapp","https://api.github.com/repos/bsivanantham/TextMarkingWebapp/{archive_format}{/ref}","0"
"he0119/smart-home","https://api.github.com/repos/he0119/smart-home/{archive_format}{/ref}","0"
"SBillion/restaurant-api","https://api.github.com/repos/SBillion/restaurant-api/{archive_format}{/ref}","0"
"ibelous/Simple-Task-Manager","https://api.github.com/repos/ibelous/Simple-Task-Manager/{archive_format}{/ref}","0"
"Ashik19aug/Open-Library","https://api.github.com/repos/Ashik19aug/Open-Library/{archive_format}{/ref}","0"
"mogak-python/Searchbot","https://api.github.com/repos/mogak-python/Searchbot/{archive_format}{/ref}","0"
"ewelinaszw/rozk-ad-jazdy-projekt-kck","https://api.github.com/repos/ewelinaszw/rozk-ad-jazdy-projekt-kck/{archive_format}{/ref}","0"
"donyu123/TestCode","https://api.github.com/repos/donyu123/TestCode/{archive_format}{/ref}","0"
"vilus/voice_communication_test_task","https://api.github.com/repos/vilus/voice_communication_test_task/{archive_format}{/ref}","0"
"aleksandernovikov/otus6","https://api.github.com/repos/aleksandernovikov/otus6/{archive_format}{/ref}","0"
"Naume-k/Neighborhood-Watch","https://api.github.com/repos/Naume-k/Neighborhood-Watch/{archive_format}{/ref}","0"
"mateusz-bozek/Podstawy_Django_WARSZTATY","https://api.github.com/repos/mateusz-bozek/Podstawy_Django_WARSZTATY/{archive_format}{/ref}","0"
"pavlopro/dj_ecommerce","https://api.github.com/repos/pavlopro/dj_ecommerce/{archive_format}{/ref}","0"
"houdabelefqih/cashcog-backend","https://api.github.com/repos/houdabelefqih/cashcog-backend/{archive_format}{/ref}","0"
"Asilinks/asilinks_backend","https://api.github.com/repos/Asilinks/asilinks_backend/{archive_format}{/ref}","0"
"al7262/DJANGO-LIVECODE","https://api.github.com/repos/al7262/DJANGO-LIVECODE/{archive_format}{/ref}","0"
"rumenkamenov/Simple_Todo_list","https://api.github.com/repos/rumenkamenov/Simple_Todo_list/{archive_format}{/ref}","0"
"Te-kito/todoproject","https://api.github.com/repos/Te-kito/todoproject/{archive_format}{/ref}","0"
"dev-ferrario/ClientMapper","https://api.github.com/repos/dev-ferrario/ClientMapper/{archive_format}{/ref}","0"
"chenxi545/xuexi_git","https://api.github.com/repos/chenxi545/xuexi_git/{archive_format}{/ref}","0"
"lakhanjindam/profiles-rest-api","https://api.github.com/repos/lakhanjindam/profiles-rest-api/{archive_format}{/ref}","0"
"leonelcasado/bitcoin","https://api.github.com/repos/leonelcasado/bitcoin/{archive_format}{/ref}","0"
"sheivin/rechub","https://api.github.com/repos/sheivin/rechub/{archive_format}{/ref}","0"
"Slamerz/h_data_and_you","https://api.github.com/repos/Slamerz/h_data_and_you/{archive_format}{/ref}","0"
"dorcasauma/django_celery_setup","https://api.github.com/repos/dorcasauma/django_celery_setup/{archive_format}{/ref}","0"
"TheLukeRussell/7-1-django-image-portfolio","https://api.github.com/repos/TheLukeRussell/7-1-django-image-portfolio/{archive_format}{/ref}","0"
"AsyncWave/strainer-credibility-analyzer","https://api.github.com/repos/AsyncWave/strainer-credibility-analyzer/{archive_format}{/ref}","0"
"a376714574/ceshi2","https://api.github.com/repos/a376714574/ceshi2/{archive_format}{/ref}","0"
"DanKirichok/OnYourTerms","https://api.github.com/repos/DanKirichok/OnYourTerms/{archive_format}{/ref}","0"
"AristideHerveMbassi/django_blog","https://api.github.com/repos/AristideHerveMbassi/django_blog/{archive_format}{/ref}","0"
"Alexis1001/RamaAlexis","https://api.github.com/repos/Alexis1001/RamaAlexis/{archive_format}{/ref}","0"
"epeenphrine/neetcode_rebuild","https://api.github.com/repos/epeenphrine/neetcode_rebuild/{archive_format}{/ref}","0"
"ulisesrau/embedded","https://api.github.com/repos/ulisesrau/embedded/{archive_format}{/ref}","0"
"Mr-Gus/iEarn","https://api.github.com/repos/Mr-Gus/iEarn/{archive_format}{/ref}","0"
"radek-h/vehicle-rent-app","https://api.github.com/repos/radek-h/vehicle-rent-app/{archive_format}{/ref}","0"
"MaiAnhBao/fbChatbot","https://api.github.com/repos/MaiAnhBao/fbChatbot/{archive_format}{/ref}","0"
"Tesseract98/Django-Cipher-Page","https://api.github.com/repos/Tesseract98/Django-Cipher-Page/{archive_format}{/ref}","0"
"mangowilliam/prorate","https://api.github.com/repos/mangowilliam/prorate/{archive_format}{/ref}","0"
"Poori19/sensehawkTerra","https://api.github.com/repos/Poori19/sensehawkTerra/{archive_format}{/ref}","0"
"davidbzhao/Portfolio","https://api.github.com/repos/davidbzhao/Portfolio/{archive_format}{/ref}","0"
"mkmaurya955/myweb","https://api.github.com/repos/mkmaurya955/myweb/{archive_format}{/ref}","0"
"tauttee/erpnext","https://api.github.com/repos/tauttee/erpnext/{archive_format}{/ref}","0"
"lovely0493/lazy-balancer","https://api.github.com/repos/lovely0493/lazy-balancer/{archive_format}{/ref}","0"
"thxogusrla/blog_project","https://api.github.com/repos/thxogusrla/blog_project/{archive_format}{/ref}","0"
"Pugletka/website-django","https://api.github.com/repos/Pugletka/website-django/{archive_format}{/ref}","0"
"sehughes/djangoREST","https://api.github.com/repos/sehughes/djangoREST/{archive_format}{/ref}","0"
"teymureyvaz/share_file","https://api.github.com/repos/teymureyvaz/share_file/{archive_format}{/ref}","0"
"daichihirota/zappa-django","https://api.github.com/repos/daichihirota/zappa-django/{archive_format}{/ref}","0"
"Davidasg180/django-chatbot","https://api.github.com/repos/Davidasg180/django-chatbot/{archive_format}{/ref}","0"
"momentum-cohort-2020-01/django-notes-app-bmiller3822","https://api.github.com/repos/momentum-cohort-2020-01/django-notes-app-bmiller3822/{archive_format}{/ref}","0"
"FZTeam/confession","https://api.github.com/repos/FZTeam/confession/{archive_format}{/ref}","0"
"chiriket/Instagram","https://api.github.com/repos/chiriket/Instagram/{archive_format}{/ref}","0"
"dheerajiiitv/Logbook_2","https://api.github.com/repos/dheerajiiitv/Logbook_2/{archive_format}{/ref}","0"
"yannickKuhar/DeepClusterWithConstructiveInduction","https://api.github.com/repos/yannickKuhar/DeepClusterWithConstructiveInduction/{archive_format}{/ref}","0"
"manh737/djangoexample","https://api.github.com/repos/manh737/djangoexample/{archive_format}{/ref}","0"
"customr/customrblog","https://api.github.com/repos/customr/customrblog/{archive_format}{/ref}","0"
"OpenUpSA/salga-barometer-api","https://api.github.com/repos/OpenUpSA/salga-barometer-api/{archive_format}{/ref}","0"
"chandchen/social-bookmark","https://api.github.com/repos/chandchen/social-bookmark/{archive_format}{/ref}","0"
"herodote2242/projet_8_pur_beurre","https://api.github.com/repos/herodote2242/projet_8_pur_beurre/{archive_format}{/ref}","0"
"0054/test-django-app-1","https://api.github.com/repos/0054/test-django-app-1/{archive_format}{/ref}","0"
"aa-tolmachev/LI_scoring","https://api.github.com/repos/aa-tolmachev/LI_scoring/{archive_format}{/ref}","0"
"jessamynsmith/django-stripe-example","https://api.github.com/repos/jessamynsmith/django-stripe-example/{archive_format}{/ref}","0"
"ach11/PlantingEra_Backend","https://api.github.com/repos/ach11/PlantingEra_Backend/{archive_format}{/ref}","0"
"Javed101/demo","https://api.github.com/repos/Javed101/demo/{archive_format}{/ref}","0"
"smehlhoff/django-api-template","https://api.github.com/repos/smehlhoff/django-api-template/{archive_format}{/ref}","0"
"benedictkioko/graphene-relays","https://api.github.com/repos/benedictkioko/graphene-relays/{archive_format}{/ref}","0"
"lp2-20172/farmacia-serve","https://api.github.com/repos/lp2-20172/farmacia-serve/{archive_format}{/ref}","0"
"rulezzzz08/kzcity","https://api.github.com/repos/rulezzzz08/kzcity/{archive_format}{/ref}","0"
"madden1706/madresearchden","https://api.github.com/repos/madden1706/madresearchden/{archive_format}{/ref}","0"
"Victoria-Hodder/modelProject","https://api.github.com/repos/Victoria-Hodder/modelProject/{archive_format}{/ref}","0"
"shezadaibara/HastyImages","https://api.github.com/repos/shezadaibara/HastyImages/{archive_format}{/ref}","0"
"jackffjj/JackBlog","https://api.github.com/repos/jackffjj/JackBlog/{archive_format}{/ref}","0"
"jmeier1963/bokehdemo","https://api.github.com/repos/jmeier1963/bokehdemo/{archive_format}{/ref}","0"
"ebrahimasifismail/pg","https://api.github.com/repos/ebrahimasifismail/pg/{archive_format}{/ref}","0"
"Juru-10/SSF","https://api.github.com/repos/Juru-10/SSF/{archive_format}{/ref}","0"
"Mrwyc/Ant-Design-Pro-Server-Python","https://api.github.com/repos/Mrwyc/Ant-Design-Pro-Server-Python/{archive_format}{/ref}","0"
"JNotelddim/sms_weather","https://api.github.com/repos/JNotelddim/sms_weather/{archive_format}{/ref}","0"
"Rebrina/project","https://api.github.com/repos/Rebrina/project/{archive_format}{/ref}","0"
"lerry0326/bk_exam","https://api.github.com/repos/lerry0326/bk_exam/{archive_format}{/ref}","0"
"TechAcademyBootcamp/12-week-01-day-turgutkerimli","https://api.github.com/repos/TechAcademyBootcamp/12-week-01-day-turgutkerimli/{archive_format}{/ref}","0"
"mediatrice8/Award","https://api.github.com/repos/mediatrice8/Award/{archive_format}{/ref}","0"
"Tomo-Horiuchi/Scraping","https://api.github.com/repos/Tomo-Horiuchi/Scraping/{archive_format}{/ref}","0"
"reikamoon/makewiki-v1","https://api.github.com/repos/reikamoon/makewiki-v1/{archive_format}{/ref}","0"
"phoiniks/chomeurDjango","https://api.github.com/repos/phoiniks/chomeurDjango/{archive_format}{/ref}","0"
"sendhello/test_graphql_api","https://api.github.com/repos/sendhello/test_graphql_api/{archive_format}{/ref}","0"
"marcobacelo/django-automotive-demands","https://api.github.com/repos/marcobacelo/django-automotive-demands/{archive_format}{/ref}","0"
"UrasDen/DenRam","https://api.github.com/repos/UrasDen/DenRam/{archive_format}{/ref}","0"
"rumatveev/cinema_tickets","https://api.github.com/repos/rumatveev/cinema_tickets/{archive_format}{/ref}","0"
"agorinenko/django-start","https://api.github.com/repos/agorinenko/django-start/{archive_format}{/ref}","0"
"SayedBhuyan/django_blog","https://api.github.com/repos/SayedBhuyan/django_blog/{archive_format}{/ref}","0"
"chethanpanchalingaiah/Online_Website","https://api.github.com/repos/chethanpanchalingaiah/Online_Website/{archive_format}{/ref}","0"
"johngaitho05/Django-REST-API","https://api.github.com/repos/johngaitho05/Django-REST-API/{archive_format}{/ref}","0"
"felipecr00/taller_integracion","https://api.github.com/repos/felipecr00/taller_integracion/{archive_format}{/ref}","0"
"baruna0330/Nightmanbo","https://api.github.com/repos/baruna0330/Nightmanbo/{archive_format}{/ref}","0"
"maryville-swdv-660-fa1-2019-2w/python-spaceman-api-assignment-wk2-ikapatrala1","https://api.github.com/repos/maryville-swdv-660-fa1-2019-2w/python-spaceman-api-assignment-wk2-ikapatrala1/{archive_format}{/ref}","0"
"edx/pytest-warnings-report","https://api.github.com/repos/edx/pytest-warnings-report/{archive_format}{/ref}","0"
"zamigaliyev/hello-world","https://api.github.com/repos/zamigaliyev/hello-world/{archive_format}{/ref}","0"
"sourabhsingh29/testrepo","https://api.github.com/repos/sourabhsingh29/testrepo/{archive_format}{/ref}","0"
"mowiwi/weather","https://api.github.com/repos/mowiwi/weather/{archive_format}{/ref}","0"
"Alexander35/ip_vlan_keeper","https://api.github.com/repos/Alexander35/ip_vlan_keeper/{archive_format}{/ref}","0"
"pmj9911/Django-Rest-Example","https://api.github.com/repos/pmj9911/Django-Rest-Example/{archive_format}{/ref}","0"
"alamgircsejnu/django-weather-app","https://api.github.com/repos/alamgircsejnu/django-weather-app/{archive_format}{/ref}","0"
"gitSagarPatil/craigslist_app","https://api.github.com/repos/gitSagarPatil/craigslist_app/{archive_format}{/ref}","0"
"zoewang322/InstaDemo20","https://api.github.com/repos/zoewang322/InstaDemo20/{archive_format}{/ref}","0"
"amrit94/useractivity","https://api.github.com/repos/amrit94/useractivity/{archive_format}{/ref}","0"
"t3llo/integradortaller2","https://api.github.com/repos/t3llo/integradortaller2/{archive_format}{/ref}","0"
"EugeneTorap/data-generation-for-olap","https://api.github.com/repos/EugeneTorap/data-generation-for-olap/{archive_format}{/ref}","0"
"kazuyoshi-tech/drf-vue-sample","https://api.github.com/repos/kazuyoshi-tech/drf-vue-sample/{archive_format}{/ref}","0"
"robertowest/lubre_rrhh","https://api.github.com/repos/robertowest/lubre_rrhh/{archive_format}{/ref}","0"
"lostcatbox/cbv_prac","https://api.github.com/repos/lostcatbox/cbv_prac/{archive_format}{/ref}","0"
"RahulRobertMitra/blog_rrmitra","https://api.github.com/repos/RahulRobertMitra/blog_rrmitra/{archive_format}{/ref}","0"
"MichaelPGudz/django-social-site","https://api.github.com/repos/MichaelPGudz/django-social-site/{archive_format}{/ref}","0"
"hsghori/playlist_generator","https://api.github.com/repos/hsghori/playlist_generator/{archive_format}{/ref}","0"
"GolamMullick/Wizdoor_2","https://api.github.com/repos/GolamMullick/Wizdoor_2/{archive_format}{/ref}","0"
"WutthichaiTGM/docker2020","https://api.github.com/repos/WutthichaiTGM/docker2020/{archive_format}{/ref}","0"
"Dariashariko1990/django-hw3","https://api.github.com/repos/Dariashariko1990/django-hw3/{archive_format}{/ref}","0"
"durgaprasad9490150379/SamAPI","https://api.github.com/repos/durgaprasad9490150379/SamAPI/{archive_format}{/ref}","0"
"EarthModule/UniverseDjangoTutorial","https://api.github.com/repos/EarthModule/UniverseDjangoTutorial/{archive_format}{/ref}","0"
"javiermms/makewiki","https://api.github.com/repos/javiermms/makewiki/{archive_format}{/ref}","0"
"manelclos/pygrn_todos","https://api.github.com/repos/manelclos/pygrn_todos/{archive_format}{/ref}","0"
"boboprofessor123/xiuyun_gift","https://api.github.com/repos/boboprofessor123/xiuyun_gift/{archive_format}{/ref}","0"
"prashg008/winchester","https://api.github.com/repos/prashg008/winchester/{archive_format}{/ref}","0"
"alishia/udacity","https://api.github.com/repos/alishia/udacity/{archive_format}{/ref}","0"
"joeybose/HyperbolicNF","https://api.github.com/repos/joeybose/HyperbolicNF/{archive_format}{/ref}","0"
"momentum-cohort-2019-05/w5-freeshelf-danielecalderon","https://api.github.com/repos/momentum-cohort-2019-05/w5-freeshelf-danielecalderon/{archive_format}{/ref}","0"
"DiganmeGiovanni/PyDocker","https://api.github.com/repos/DiganmeGiovanni/PyDocker/{archive_format}{/ref}","0"
"patspeiser/pillar_gh","https://api.github.com/repos/patspeiser/pillar_gh/{archive_format}{/ref}","0"
"danielortizarenas1007698114/django2","https://api.github.com/repos/danielortizarenas1007698114/django2/{archive_format}{/ref}","0"
"crowdbotics-apps/servis_backend-3759","https://api.github.com/repos/crowdbotics-apps/servis_backend-3759/{archive_format}{/ref}","0"
"GordeykoVlad/Recruitme","https://api.github.com/repos/GordeykoVlad/Recruitme/{archive_format}{/ref}","0"
"Ephraim-Kamau/Feedback","https://api.github.com/repos/Ephraim-Kamau/Feedback/{archive_format}{/ref}","0"
"cmput401-fall2018/web-app-ci-cd-with-travis-ci-amalik2","https://api.github.com/repos/cmput401-fall2018/web-app-ci-cd-with-travis-ci-amalik2/{archive_format}{/ref}","0"
"rogerloh0/djangoPortfolio","https://api.github.com/repos/rogerloh0/djangoPortfolio/{archive_format}{/ref}","0"
"sabahjones/pythonDjangoExam","https://api.github.com/repos/sabahjones/pythonDjangoExam/{archive_format}{/ref}","0"
"lenacoudeville/groceriesForMyEvents","https://api.github.com/repos/lenacoudeville/groceriesForMyEvents/{archive_format}{/ref}","0"
"LABranagan/bible_com","https://api.github.com/repos/LABranagan/bible_com/{archive_format}{/ref}","0"
"NoChickens/zeroOneTwo","https://api.github.com/repos/NoChickens/zeroOneTwo/{archive_format}{/ref}","0"
"DavidEngelman/TL-Generator","https://api.github.com/repos/DavidEngelman/TL-Generator/{archive_format}{/ref}","0"
"glechic/task_manager","https://api.github.com/repos/glechic/task_manager/{archive_format}{/ref}","0"
"crowdbotics-apps/lets-build-an-app-1047","https://api.github.com/repos/crowdbotics-apps/lets-build-an-app-1047/{archive_format}{/ref}","0"
"krnr/rugbystat_v2","https://api.github.com/repos/krnr/rugbystat_v2/{archive_format}{/ref}","0"
"crowdbotics-apps/wallet-4654","https://api.github.com/repos/crowdbotics-apps/wallet-4654/{archive_format}{/ref}","0"
"Holly0720/House-sales-price-prediction","https://api.github.com/repos/Holly0720/House-sales-price-prediction/{archive_format}{/ref}","0"
"niasand/experiment_code","https://api.github.com/repos/niasand/experiment_code/{archive_format}{/ref}","0"
"Jwing6872/hacknow","https://api.github.com/repos/Jwing6872/hacknow/{archive_format}{/ref}","0"
"ryansreenivasam/tictactoe","https://api.github.com/repos/ryansreenivasam/tictactoe/{archive_format}{/ref}","0"
"ledriod/oppia","https://api.github.com/repos/ledriod/oppia/{archive_format}{/ref}","0"
"sybrex/logbook","https://api.github.com/repos/sybrex/logbook/{archive_format}{/ref}","0"
"xcixor/rest_framework_api_template","https://api.github.com/repos/xcixor/rest_framework_api_template/{archive_format}{/ref}","0"
"vlad-kraf/django_poll_app","https://api.github.com/repos/vlad-kraf/django_poll_app/{archive_format}{/ref}","0"
"shidenko97/gcg_trust_test","https://api.github.com/repos/shidenko97/gcg_trust_test/{archive_format}{/ref}","0"
"robsonfx/datacovid19ap","https://api.github.com/repos/robsonfx/datacovid19ap/{archive_format}{/ref}","0"
"Omkarkukiyan/taxi_project","https://api.github.com/repos/Omkarkukiyan/taxi_project/{archive_format}{/ref}","0"
"andreymoyseev/develops-today-test","https://api.github.com/repos/andreymoyseev/develops-today-test/{archive_format}{/ref}","0"
"pauloestrella1994/crud-project-django","https://api.github.com/repos/pauloestrella1994/crud-project-django/{archive_format}{/ref}","0"
"rikesh1212/onlineshop","https://api.github.com/repos/rikesh1212/onlineshop/{archive_format}{/ref}","0"
"miseriae/django-boilerplate","https://api.github.com/repos/miseriae/django-boilerplate/{archive_format}{/ref}","0"
"Sunip88/SchoolReg_api","https://api.github.com/repos/Sunip88/SchoolReg_api/{archive_format}{/ref}","0"
